id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12009565,Walk to Asakusa Ueno w/Skytree View #3,50718640,Kentaro & Family,,Taito Ku,35.71442,139.78553,Entire home/apt,19000,2,226,2019-06-07,3.38,5,246,7,M130001191
12028773,2BR with Room Balcony near Skytree!,27289403,Sora,,Sumida Ku,35.7121,139.80985,Entire home/apt,7514,1,308,2021-07-10,4.65,2,354,52,Hotels and Inns Business Act | 東京都墨田区保健所 | 30墨福衛生環第21号
12058744,PERFECT LOCATION! #1 SHIBUYA Station-3 min. walk,64593710,Lisa,,Shibuya Ku,35.66137,139.69992,Entire home/apt,18000,1,226,2020-01-01,3.55,2,90,0,M130001660
12059238,"Shibuya Sta 3min. #2 completely renovated apart.,",64593710,Lisa,,Shibuya Ku,35.65728,139.70325,Entire home/apt,16000,1,223,2020-01-01,3.52,2,90,0,M130001665
12071858,West Shinjuku apt/wifi/elevator/luggage storage,64686470,Cassandra & Mikoto,,Nakano Ku,35.68727,139.67519,Entire home/apt,8600,1,207,2019-11-23,3.22,2,124,0,M130000549
12073235,HAMADAYAMA! COZY HOME IDEAL FOR LONG STAY/FAMILIES,37753161,Den,,Suginami Ku,35.68305,139.62548,Private room,25000,2,9,2019-01-09,0.23,1,180,0,M130001154
12078617,Welcome to DOG&CAT lover/Welcome to SOLO Traveler☺,49971425,Rui,,Setagaya Ku,35.64249,139.64031,Private room,9000,2,37,2020-01-08,0.63,2,87,1,M130000167
12103556,9 min to Shibuya 5BR 152sqm 2 car (P) Free Bikes,64889149,Chieko,,Setagaya Ku,35.63476,139.64482,Entire home/apt,33384,4,31,2020-02-08,0.54,1,361,2,M130003053
12114227,Stylish condo/Ginza/Tokyo Tower/w wifi (西新橋IT1ビル2F - Room 201),33879810,Itoe,,Minato Ku,35.66933,139.75412,Entire home/apt,6407,1,164,2019-12-30,2.47,10,210,0,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生環き第140号
12114562,Cozy apt 3-min from sta. with wifi (西新橋IT1ビル2F - 202),33879810,Itoe,,Minato Ku,35.66966,139.75294,Entire home/apt,8486,1,162,2019-04-15,2.43,10,175,1,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生還き第140号
12114845,Stylish condo/Ginza/Tokyo Tower/w wifi (西新橋IT1ビル3F - Room 301),33879810,Itoe,,Minato Ku,35.66947,139.75254,Entire home/apt,6407,1,255,2020-03-06,3.84,10,208,5,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生還き第140号
12115193,Condo 3-min from sta. w/ wifi(西新橋IT1ビル3F - 302) Shinbashi,33879810,Itoe,,Minato Ku,35.66736,139.75388,Entire home/apt,7156,1,174,2019-11-24,2.63,10,209,2,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生還き第140号
12116383,Stylish condo/Ginza/Tokyo Tower/w wifi (西新橋IT1ビル4F - Room 401),33879810,Itoe,,Minato Ku,35.66967,139.75368,Entire home/apt,6407,1,170,2020-01-25,2.56,10,210,1,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生環き第140号
12116722,Cozy apt 3-min from sta. with wifi(西新橋IT1ビル4F - 402) Shinbashi,33879810,Itoe,,Minato Ku,35.66774,139.752,Entire home/apt,7156,1,186,2020-02-16,2.83,10,189,2,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生還き第140号
12117110,Spacious Apt for 6/TokyoTower/Ginza/wifi(西新橋IT1ビル5F) Shinbashi,33879810,Itoe,,Minato Ku,35.66815,139.75202,Entire home/apt,12021,1,260,2021-06-27,3.92,10,199,20,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生還き第140号
12117222,Roomy apt 3-min from sta w/wifi(西新橋IT1ビル6F) Shinbashi,33879810,Itoe,,Minato Ku,35.66951,139.75215,Entire home/apt,12021,1,257,2020-10-04,3.90,10,205,24,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生環き第140号
12117339,Convenient apt 3-mins from sta/wifi(西新橋IT1ビル7F) Shinbashi,33879810,Itoe,,Minato Ku,35.66783,139.75206,Entire home/apt,12407,1,217,2021-06-30,3.31,10,196,11,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生環き第140号
12117412,Top floor apt 3-min from sta w/wifi!(西新橋IT1ビル8F) Shinbashi,33879810,Itoe,,Minato Ku,35.6674,139.7525,Entire home/apt,8146,1,196,2020-09-13,2.96,10,174,9,Hotels and Inns Business Act | 東京都港区みなと保健所 | 30港み生還き第140号
12137847,"Light, Spacious Shinjuku Garden Apt",63993993,Ryota,,Shinjuku Ku,35.68924,139.71152,Entire home/apt,12891,1,166,2020-01-24,2.56,4,84,7,M130005958
12159300,Free Wifi/Nishi-Shinjuku/2Room Max7ppl 5min sta,33410004,Kouichiro,,Shinjuku Ku,35.69013,139.68726,Private room,12500,1,26,2019-06-22,0.42,7,0,0,M130006080
12161159,Large condo in Shinjuku,65316201,Sachie,,Shinjuku Ku,35.69783,139.71367,Entire home/apt,11000,2,78,2020-02-01,1.29,1,69,0,M130006289
12235749,"15 min to Shibuya!! YOU CAN NOT MISS IT, AWESOME!!",55729426,Misono,,Setagaya Ku,35.60723,139.6537,Entire home/apt,10929,2,113,2020-11-01,1.83,1,150,2,Hotels and Inns Business Act | 東京都世田谷保健所 | 30世保生環き第179号
12261252,FAMILY TYPE APARTMENT - 1 MINU TO GROCERY STORE,16973429,Hirano San,,Taito Ku,35.7223,139.80049,Entire home/apt,8000,5,98,2019-11-27,1.56,1,345,0,M130000150
12295122,Nishi Shinjuku Gochome St 3 min☆302,16795060,Rena,,Nakano Ku,35.6921,139.68366,Entire home/apt,3000,10,147,2019-12-29,2.31,4,98,4,M130000474
12335522,#202 新宿/渋谷　テレワーク/受験生/NURO光 FREE WIFI/感染対策済み/駅近,25370510,Mitsuko,,Shibuya Ku,35.67922,139.67646,Entire home/apt,8000,2,171,2021-06-19,2.67,6,0,12,M130002433
12345748,Spacious Apt w/ traditional Japanese room +Wifi,63993993,Ryota,,Shinjuku Ku,35.68928,139.71152,Entire home/apt,15153,1,205,2021-07-06,3.26,4,90,30,M130005955
12368269,"Access good for Shibuya , Shinjuku!",66680305,邦明,,Setagaya Ku,35.66192,139.67257,Entire home/apt,6980,1,116,2020-02-11,1.77,2,0,3,Hotels and Inns Business Act | 東京都世田谷区世田谷保健所 | ３１世保生環き第２３６号
12437871,Sunny Shinjuku Garden Studio Apt.,63993993,Ryota,,Shinjuku Ku,35.68929,139.71153,Entire home/apt,5602,1,156,2019-11-24,2.42,4,89,3,M130005956
12438503,Idabashi-Shinjuku：nr Tokyo Daijingu/HomeWifi,67293077,Kimie,,Shinjuku Ku,35.70608,139.74165,Entire home/apt,5342,1,101,2019-12-30,1.58,11,152,7,Hotels and Inns Business Act | 新宿区保健所 | 2新保衛環第42号
12440032,Akihabara near 8 person 2 room!!,32764769,Koichi,,Chiyoda Ku,35.70203,139.76818,Entire home/apt,11500,5,37,2017-06-06,0.61,3,230,0,M130001465
12472116,3min to Asakusa St.|New&Clean|Sky-tree|Wifi|1F,57699141,Qiu,,Taito Ku,35.70603,139.79437,Entire home/apt,11571,1,198,2020-01-26,3.10,26,90,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 29台台健生環き台141号
12498224,New Double Room in Tokyo: Skytree View 601 C,1174369,Naoki,,Sumida Ku,35.71343,139.80869,Entire home/apt,3433,2,125,2021-06-25,1.93,2,340,38,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第83号
12503485,New in Tokyo: Skytree & Asakusa 202,41013044,Aileen,,Sumida Ku,35.71559,139.80916,Entire home/apt,3640,3,178,2021-08-06,2.72,25,304,49,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第83号
12522639,[Room-B] 10畳の広々した部屋,67830275,Junko And Hitomi,,Shinagawa Ku,35.60746,139.70281,Private room,6826,2,41,2020-04-08,0.65,9,0,1,M130009020
12555391,[Room-S] Just a 15 min.by train to Sinagawa&Sibuya,67830275,Junko And Hitomi,,Shinagawa Ku,35.60746,139.70281,Private room,7277,2,23,2020-02-22,0.40,9,0,0,M130009022
12571965,マンスリー昭和古民家 大家族に最適 一軒家 上野浅草寺に近い,67299068,Nanami,,Adachi Ku,35.76179,139.81792,Entire home/apt,8700,1,79,2020-11-30,1.42,2,90,10,M130002091
12574174,New Twin Room in Tokyo: Skytree & Asakusa 201,41013044,Aileen,,Sumida Ku,35.71493,139.81052,Entire home/apt,3000,2,82,2020-04-03,1.28,25,364,21,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第83号
12579589,[Room-D]  Just a 15 min.by train to Sinagawa&Sibuy,67830275,Junko And Hitomi,,Shinagawa Ku,35.60746,139.70281,Private room,6580,2,25,2019-06-11,0.41,9,0,0,M130009022
12592831,New Sunny Large 4Bedroom Home! 1 stop to Ikebukuro,34090833,Sabro,,Toshima Ku,35.73125,139.69484,Entire home/apt,14620,1,189,2020-01-12,2.92,1,84,17,Hotels and Inns Business Act | 東京都豊島区役所池袋保健所 | ３０豊池保衛環き第３５号
12593969,Entire House/5BRs+Kitchen Bar/5min walk to Subway/,43914128,Fumihiko,,Koto Ku,35.67888,139.79865,Entire home/apt,17286,1,100,2020-02-02,1.58,1,0,1,Hotels and Inns Business Act | 東京都江東区保健所 | ３０江健生環き第７５号
12597472,Wonderfully Located 80sqm Flat in Harajuku,65306500,Taiyo Team,,Shibuya Ku,35.66632,139.7043,Entire home/apt,36786,2,189,2021-04-11,2.87,3,0,7,Hotels and Inns Business Act | 東京都渋谷区保健所 | 31渋健生収第4535号
12599727,[Room-T] Just a 15 min.by train to Sinagawa&Sibuya,67830275,Junko And Hitomi,,Shinagawa Ku,35.60746,139.70281,Private room,6871,2,74,2019-06-05,1.17,9,0,1,M130009020
12611991,New Double Room in Tokyo: Skytree View 702 B,41013044,Aileen,,Sumida Ku,35.71491,139.81027,Entire home/apt,3939,3,181,2021-07-23,2.89,25,314,56,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第83号
12618076,最寄り駅から徒歩5分、  合宿、親睦会，ミーティング大歓迎！料理器具完備,60897519,Mitsuo,,Edogawa Ku,35.70874,139.89931,Entire home/apt,22783,1,110,2019-10-05,1.72,1,180,7,M130001106
12656625,(7) 5ppl 11mins Shinjuku 17 Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76111,139.71576,Entire home/apt,1707,3,157,2020-09-30,2.47,6,325,6,M130006694
12690014,10 min from Shinjyuku. Free Home wifi.7pp,68240800,Keiko,,Shinjuku Ku,35.6899,139.71673,Entire home/apt,19461,2,183,2020-02-25,2.82,1,194,0,M130001018
12726612,渋谷、原宿、代々木公園、明治神宮近くの静かな住宅街。ダブルベッド。トイレシャワー付。１人か２人。,69158380,Toshiko,,Shibuya Ku,35.67258,139.68424,Private room,8000,2,83,2021-05-23,1.63,2,179,4,M130002941
12767276,The Japanese style room experience available,65322398,Katsuomi,,Kita Ku,35.75948,139.743,Private room,4981,2,75,2019-12-02,1.30,1,359,1,M130006401
12788415,Walk to Asakusa Ueno w/Skytree View #2,50718640,Kentaro & Family,,Taito Ku,35.71629,139.7844,Entire home/apt,19000,2,181,2019-09-01,2.79,5,286,4,M130001187
12800094,Amazing location!Private Apt in Shinjuku Kabukicho,56653460,Taku,,Shinjuku Ku,35.69686,139.70717,Entire home/apt,3850,1,8,2017-08-21,0.13,5,181,3,M130024651
12801922,New Double Room in Tokyo: Skytree View 701 B,41013044,Aileen,,Sumida Ku,35.71345,139.81046,Entire home/apt,3300,2,35,2020-06-07,1.92,25,332,22,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第83号
12804298,Guest Room Full Moon@nice location,61917467,Shiho,,Itabashi Ku,35.75907,139.69423,Private room,4500,1,52,2020-01-03,0.82,1,179,0,M130000085
12815172,Hidden Gem in Central Tokyo - 3 bed rooms,69896140,Ben,,Shinjuku Ku,35.68182,139.72459,Entire home/apt,18800,2,66,2021-05-31,1.10,1,127,5,M130010369
12817557,New in Tokyo: Skytree & Asakusa 302,41013044,Aileen,,Sumida Ku,35.71345,139.80817,Entire home/apt,3640,3,121,2018-05-02,1.87,25,333,27,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第83号
12837920,2min to Nishi-Sugamo Sta. 13 min to Ikebukuro Sta.,51779608,Taka & Tomo,,Toshima Ku,35.74246,139.729,Entire home/apt,32286,2,151,2019-12-02,2.30,3,296,10,M130004166
12842421,"大晶家の個室。距离新宿、涉谷仅13分钟车程的幽静小镇,来体验当地人的生活吧!奥运期间可住7人。",62029756,Jing,,Suginami Ku,35.67038,139.62659,Private room,3000,2,142,2018-10-03,2.19,3,0,0,M130000547
12917850,5 min to Station/Shinjuku Area/Shopping street,70850524,香丹,,Shinjuku Ku,35.70063,139.70373,Entire home/apt,20000,1,64,2019-08-24,1.01,1,355,0,M130004929
12935159,商店会に近いシェアハウスの一つ部屋,70614399,Wang,,Itabashi Ku,35.75215,139.69877,Private room,6000,1,61,2019-03-21,1.16,3,179,0,M130005920
12972960,HOMESTAY TYPE TATAMI & FUTON EXPERIENCE in Tokyo,69345233,Masumi,,Nakano Ku,35.71820678256559,139.63300339490144,Private room,6000,3,48,2019-07-21,1.05,1,156,0,M130000817
12990927,Asakusa Temple Three Minutes #202,71575594,Yoshimoto,,Taito Ku,35.71512,139.79427,Entire home/apt,8800,1,122,2020-01-21,2.10,8,356,0,Hotels and Inns Business Act | 東京都台東区保健所 | 第２４８号
13006786,No2...  Fresh House Shinjuku!!!,41811392,Ma,,Shinjuku Ku,35.68941,139.72168,Shared room,50000,1,57,2019-10-26,0.99,5,108,0,M130002290
13006799,No4... Fresh House Shinjuku!!!,41811392,Ma,,Shinjuku Ku,35.68941,139.72168,Shared room,50000,1,72,2019-11-25,1.12,5,108,0,M130002290
13006821,No3...  Fresh House Shinjuku!!!,41811392,Ma,,Shinjuku Ku,35.68941,139.72168,Shared room,50000,1,37,2019-12-01,0.68,5,108,0,M130002290
13007848,Yellow Apart Right In Shimokitazawa 2min Walk!!,10705201,D'S Airbnb,,Setagaya Ku,35.66286,139.66722,Entire home/apt,6500,1,178,2020-03-03,2.83,3,77,6,Hotels and Inns Business Act | 東京都世田谷保健所 | 30世保生環き第339号
13020669,No1...Fresh House Shinjuku!!!,41811392,Ma,,Shinjuku Ku,35.68941,139.72168,Shared room,50000,1,84,2019-12-07,1.53,5,108,0,M130002290
13031842,Whole house lent. 1min walk from Samezu station.,70847203,裕希,,Shinagawa Ku,35.60383,139.74213,Entire home/apt,7927,3,58,2019-10-06,0.90,3,269,0,M130002994
13036902,"3-StoryHouse,8MinFromYamanoteLine,FreePortableWifi",72078193,Tide,,Arakawa Ku,35.72591,139.77924,Entire home/apt,8000,2,152,2021-07-25,2.36,1,219,6,Hotels and Inns Business Act | 荒川区保険所 | ２９荒保衛環き(三)第９号
13057292,[Room-A] Just a 15 min.by train to Sinagawa&Sibuya,67830275,Junko And Hitomi,,Shinagawa Ku,35.60746,139.70281,Private room,6314,2,31,2019-02-06,0.52,9,0,1,M130009020
13068085,[Room-E] Just a 15 min.by train to Sinagawa&Sibuya,67830275,Junko And Hitomi,,Shinagawa Ku,35.60746,139.70281,Private room,6371,2,48,2019-09-26,0.81,9,0,0,M130009022
13093798,Convenient for Tokyo experience Free wifi#301,67661297,Masahiro,,Koto Ku,35.68118,139.81647,Entire home/apt,7500,2,58,2019-11-12,0.92,3,179,0,Hotels and Inns Business Act | 東京都江東区保健所 | 第30江健生環き第116号
13094509,Convenient for Tokyo experience Free wifi#302,67661297,Masahiro,,Koto Ku,35.6797,139.81599,Private room,8500,2,53,2018-05-28,0.83,3,180,0,Hotels and Inns Business Act | 東京都江東区保健所 | 第30江健生環き第116号
13101505,#2-Shinjuku 3min JR station Private  Room-B,72762295,Hj,,Shinjuku Ku,35.69922,139.70343,Private room,5500,2,247,2020-02-04,3.83,5,363,0,Hotels and Inns Business Act | 東京都新宿区保健所 | ２７新保衛環第166号
13121455,3min to Shibuya /Sangen-jaya Sta /Free wifi/Max 3,54600515,Airin,,Setagaya Ku,35.64071,139.66469,Entire home/apt,4757,3,220,2019-12-26,3.44,3,101,18,Hotels and Inns Business Act | 世田谷区世田谷保健所 | 31世保生環き第105号
13131654,3mins to Asakusa sta.Roof watching TokyoSkyTree402,57699141,Qiu,,Taito Ku,35.70643,139.79617,Entire home/apt,6571,1,151,2020-02-16,2.34,26,90,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 29台台健生環き台141号
13174897,#1-Shinjuku 3min JR station Private  Room-A,72762295,Hj,,Shinjuku Ku,35.69917,139.70192,Private room,5500,2,258,2020-02-22,4.04,5,363,0,Hotels and Inns Business Act | 東京都新宿区保健所 | ２７新保衛環第166号
13175001,#3-Shinjuku 3min JR station Private  Room-C,72762295,Hj,,Shinjuku Ku,35.69943,139.70393,Private room,5500,2,261,2020-01-23,4.06,5,363,0,Hotels and Inns Business Act | 東京都新宿区保健所 | ２７新保衛環第166号
13175130,SALE！Free Wifi☆Cozy town Ueno! MK184,73434559,Akishige,,Taito Ku,35.7185,139.76634,Entire home/apt,150000,1,97,2019-09-17,1.55,1,0,0,M130005026
13175988,#4-Shinjuku 3min JR station Private  Room-D,72762295,Hj,,Shinjuku Ku,35.69974,139.70425,Private room,6000,2,264,2020-02-07,4.11,5,363,0,Hotels and Inns Business Act | 東京都新宿区保健所 | 27新保衛環第166号
13178115,Convenient place in Shinjuku + free mobile wifi,73690627,Jonathan & Koichi,,Shibuya Ku,35.69035,139.68354,Private room,8250,2,156,2020-02-17,2.46,1,89,1,M130002395
13191766,#5-Shinjuku 3min JR station Private  Room-E,72762295,Hj,,Shinjuku Ku,35.69938,139.7041,Private room,6000,2,236,2020-02-23,3.63,5,363,0,Hotels and Inns Business Act | 東京都新宿区保健所 | 27新保衛環第166号
13226761,"Grapehouse,only for women: ８ min to Shinjuku",46900709,Grapehouse Koenji,,Nakano Ku,35.71019,139.64929,Shared room,4500,1,77,2020-01-05,1.21,4,364,0,Hotels and Inns Business Act | 東京都中野区保健所 | 30中環生環第245号
13281991,"Light Breezy Studio Apt, 2 Stops to Shinjuku (#7)",36396507,Yuka,,Shibuya Ku,35.67847,139.67879,Entire home/apt,5446,1,144,2021-04-01,2.46,6,60,10,Hotels and Inns Business Act | 渋谷区保健所 | 31渋健生収第3885号
13291457,The NINJA house near Shinjuku,75000681,Shin,,Shibuya Ku,35.68033,139.67274,Entire home/apt,8909,4,139,2019-11-24,2.17,1,0,0,M130000965
13340942,Shibuya 10 minutes free Wi-fi Sakurashinmachi (桜新町),75565461,"Seiji ,Yoko",,Setagaya Ku,35.63511,139.63962,Entire home/apt,7000,4,76,2019-10-17,1.24,2,268,0,M130007683
13363800,"4 minutes from Togoshi station,",42808108,Mie,,Shinagawa Ku,35.61204,139.71604,Entire home/apt,13514,2,61,2020-01-30,1.39,4,279,0,Hotels and Inns Business Act | 東京都品川区保健所 | 31品保生環き第74号
13397811,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★－10,44701299,Smile Home,,Sumida Ku,35.69558,139.79229,Private room,1600,1,129,2021-05-14,2.00,15,179,3,Hotels and Inns Business Act | 墨田区保健所 | 27墨福衛生環第464号
13400807,ShinjukuTokyo Free Internet＋Pocket Wifi Treehouse！,76275071,Yasu,,Shinjuku Ku,35.71088,139.71213,Entire home/apt,4800,2,183,2021-05-29,2.90,2,21,15,M130001943
13419385,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★－8,44701299,Smile Home,,Sumida Ku,35.69599,139.79239,Private room,1600,1,133,2019-12-31,2.09,15,180,0,Hotels and Inns Business Act | 墨田区保健所 | 27墨福衛生環第464号
13419487,Cozy and convenient apartment in Ikejiriohashi .,61184736,Motohiro,,Setagaya Ku,35.64763,139.68276,Entire home/apt,4300,5,45,2017-11-22,0.81,3,152,4,Hotels and Inns Business Act | 世田谷保健所所長　辻　佳織 | ３１世保生環き第225号
13442315,★★5F/Japanese Style room / 3min to Asakusa st.,57699141,Qiu,,Taito Ku,35.70622,139.79435,Entire home/apt,12449,1,159,2019-12-27,2.49,26,90,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 29台台健生環き台141号
13460656,緑@NEW OPEN! JUJO 2min.cozy place TOKYO:),37983776,Allen&,,Kita Ku,35.76279,139.72131,Private room,2980,3,21,2019-04-23,0.36,3,0,0,M130000511
13467531,Heart of Shinjuku 2BR 60㎡ /Free Portable Wifi^^,77021751,Koichi,,Shinjuku Ku,35.69572,139.70848,Entire home/apt,20000,2,166,2020-03-21,2.67,1,0,0,M130004180
13471973,#Superb/  beautiful View!/close to Ikebukuro/#402,51963804,Amigo Tokyo,,Toshima Ku,35.71657,139.71662,Entire home/apt,24483,2,109,2019-10-27,1.72,2,0,4,M130004764
13474593,【ZO】Stay in TOKYO!! near IKEBUKURO Sta.,76651996,Tsukino,,Toshima Ku,35.72513,139.71826,Entire home/apt,8788,1,168,2019-10-01,2.63,1,352,0,M130005502
13483552,花@NEW OPEN! JUJO 2min.cozy place in TOKYO:),37983776,Allen&,,Kita Ku,35.7628,139.72122,Private room,2980,3,34,2019-07-22,0.55,3,0,0,M130000511
13488027,大@NEW OPEN! JUJO 2min.cozy place TOKYO:),37983776,Allen&,,Kita Ku,35.76282,139.72131,Private room,3500,2,20,2019-04-07,0.51,3,0,0,M130000511
13496408,Contemporary Meguro Riverside Studio,63345781,Yu @ IntheHood,,Meguro Ku,35.63195,139.71046,Entire home/apt,7475,30,82,2019-08-02,1.35,12,97,1,M130027222
13497315,Near Shinjuku! 2 br & 4bd + Kitchen Good bz & trip,34016288,Mitomi House,,Shinjuku Ku,35.68856,139.68811,Entire home/apt,14000,2,173,2020-02-17,2.87,5,90,0,M130003354
13497745,"☆Tokyo,Akihabara,Ginza by walk,Center of tokyo#302",41516927,Yoshihito,,Chuo Ku,35.68694,139.77637,Private room,8452,1,115,2020-02-24,1.82,16,269,0,Hotels and Inns Business Act | 東京都中央区保健所 | ３０中保生環き　第１３３号
13515509,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★－9,44701299,Smile Home,,Sumida Ku,35.69655,139.79141,Private room,1600,1,162,2020-03-22,2.59,15,165,7,Hotels and Inns Business Act | 墨田区保健所 | 27墨福衛生環第464号
13520390,Shinjuku area: 25㎡ cozy room,61163769,Hiro,,Shinjuku Ku,35.68888,139.7175,Entire home/apt,4643,2,66,2020-02-20,1.07,3,89,0,M130003500
13533418,6mins to Shinjuku Sta.! Cozy & Spacious#202,68328352,Midori,,Shinjuku Ku,35.7048,139.69552,Entire home/apt,11857,7,135,2020-01-06,2.15,6,180,2,M130002650
13533747,小松の家^^,77825696,秦,,Shinjuku Ku,35.70325,139.69757,Private room,26000,2,32,2019-06-06,0.52,1,0,0,M130011544
13552076,Real life anime locations in Tokyo ShinjukuShibuya,43751877,Masami,,Shibuya Ku,35.67949,139.67874,Entire home/apt,11829,2,209,2019-09-27,3.26,10,123,1,M130000185
13564934,Go toトラベル対象！-3F Town house in Nishiazabu( English),68177676,Anzu,,Minato Ku,35.66209,139.71845,Private room,10000,2,112,2020-01-01,1.90,1,270,0,M130002087
13566615,"HotSpring 10min!DirectShinjuku,Shibuya&Ikebukuro",59973315,Yuka & Masato,,Nishitokyo Shi,35.75106,139.55189,Private room,4610,3,116,2019-11-24,1.86,4,365,0,M130001093
13569439,Near both Asakusa Ueno w/Tatami Room #1,50718640,Kentaro & Family,,Taito Ku,35.71475,139.78452,Entire home/apt,19000,2,170,2020-02-18,2.66,5,326,3,M130001142
13581399,テレワーク対応可、東京品川直通、週20%、月50%長期割引あり、シャワー、トイレ専用,78391541,鈴蘭,,Adachi Ku,35.74927,139.81,Private room,3394,7,35,2017-07-15,0.56,10,86,2,Hotels and Inns Business Act | 東京都足立区足立保健所 | 28足足保生生収第767号
13625755,"Shinjuku area :2 Bed rooms, 2 Bathrooms",61163769,Hiro,,Shinjuku Ku,35.68698,139.71574,Entire home/apt,4714,2,67,2020-01-21,1.49,3,90,0,M130003501
13626041,★Japanese 禅 house★3minsToSt.  FreeParking,69343663,Nozomi,,Koto Ku,35.6914,139.82897,Entire home/apt,16078,2,56,2018-03-26,1.04,1,180,0,Hotels and Inns Business Act | 東京都江東区保健所 | ３１江健生環き第１２０号
13634091,Whole house lent. 1min walk from Samezu station.,70847203,裕希,,Shinagawa Ku,35.60335,139.74201,Entire home/apt,8151,1,23,2017-09-24,0.36,3,90,0,M130002994
13660017,④Only 1 minute walk from 鮫洲Station!,70847203,裕希,,Shinagawa Ku,35.60519,139.7439,Entire home/apt,7481,3,115,2018-12-29,2.01,3,270,0,M130002994
13674555,Direct to Akihabara Kameido sta 3 min  Free wifi,79564261,Takashi,,Koto Ku,35.69904,139.82715,Entire home/apt,3500,1,143,2019-10-31,2.28,3,146,16,Hotels and Inns Business Act | 江東区保健所 | 30江健生環き第55号
13688032,Max10ppl&HotSpring 10min&3Private Rooms!!,59973315,Yuka & Masato,,Nishitokyo Shi,35.74866,139.55235,Entire home/apt,14515,2,124,2019-10-28,1.94,4,180,0,M130001093
13690980,【R3】Airbnb Licensed!★Stay in TOKYO!★near IKEBUKURO,79786738,Naoto,,Toshima Ku,35.7384,139.70941,Private room,15000,2,98,2019-12-26,1.54,4,0,0,M130001030
13693481,"Good location / Near Tokyo station , 15 min walk",41516927,Yoshihito,,Chuo Ku,35.68679,139.7765,Private room,7357,1,136,2020-02-23,2.14,16,269,0,Hotels and Inns Business Act | 東京都中央区保健所 | ３０中保生環き　第１３３号
13703321,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★－7,44701299,Smile Home,,Sumida Ku,35.69639,139.79211,Private room,1600,1,140,2020-02-24,2.26,15,163,5,Hotels and Inns Business Act | 墨田区保健所 | 27墨福衛生環第464号
13715353,団体様歓迎。広々とした日当たりの良いお部屋のご用意あります。陽当たり良好ご家族様に大変喜ばれます。,74130721,末光,,Nishitokyo Shi,35.72091,139.54915,Private room,4250,1,29,2018-09-09,0.50,3,178,0,第M130000376号
13736938,"HotSpring 10min!DirectShinjuku,Shibuya&Ikebukuro",59973315,Yuka & Masato,,Nishitokyo Shi,35.75044,139.55045,Private room,4610,3,100,2019-08-27,1.61,4,180,0,M130001093
13743321,【R1】Stay in TOKYO!★near IKEBUKURO★,79786738,Naoto,,Toshima Ku,35.73862,139.70979,Private room,15000,2,95,2019-06-16,1.51,4,0,0,M130001027
13792087,2min fm station. 20min Ueno. 25min Tokyo. Room A,30594609,Angeline,,Adachi Ku,35.78711,139.76839,Private room,4000,1,172,2019-05-10,2.72,4,180,6,M130001931
13813619,13MINS SHINJUKU/STUDIO #1/MAX 4ppl/FREE WIFI,66919579,Amelie,,Shinjuku Ku,35.71572,139.69553,Entire home/apt,7000,2,74,2019-05-20,1.19,6,365,0,M130023249
13916973,Grandma Shizuko's Annex,6969809,Kota,,Taito Ku,35.72707,139.7864,Entire home/apt,12000,1,103,2019-12-02,1.65,2,365,0,Hotels and Inns Business Act | 東京都台東区 | 30台台健生環き第130号
13930687,Shinjuku 5mins!/FREE WiFi/4mins walk from Sasazuka,81631101,K,,Setagaya Ku,35.671349,139.667679,Entire home/apt,18000,1,204,2021-02-06,3.24,1,285,15,M130000168
13932441,Imperial palace/Near Tokyo st/Nihonbashi #404,41516927,Yoshihito,,Chuo Ku,35.6888,139.77632,Private room,8500,1,38,2019-05-25,0.60,16,175,0,Hotels and Inns Business Act | 東京都中央区保健所 | ３０中保生環き第１５２号
